timestamp	commit	branch	pade_m	pade_n	max_order	interval	enable_pade	pade_only_single_step	pade_denom_threshold	total_images	batch_size	seed	cfg_scale	num_sampling_steps	lpips	relative_l1	ssim	rmse	psnr	cosine	approx_total_steps	pade_steps	taylor_steps	mixed_steps	pade_calls	taylor_calls	pade_step_ratio	pade_call_ratio	status	comparison_bucket	bucket_best	paired_control_scope	paired_control_timestamp	paired_outcome	paired_control_lpips	paired_control_relative_l1	paired_control_ssim	paired_control_rmse	paired_delta_lpips	paired_delta_relative_l1	paired_delta_ssim	paired_delta_rmse	latency_baseline_timestamp	latency_baseline_sample_seconds	sample_seconds_budget	sample_seconds_ratio	latency_within_budget	pade_target_file	pade_code_sha256	pade_snapshot_file	description	sample_seconds	eval_seconds	total_seconds	artifact_dir
20260410-005045	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056955	0.899467	5.597432	28.531384	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000000	-0.000023	-0.000001	0.000002	20260329-171615	751.529	789.105	0.492089	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	8d66274ff5027232d6ff64ff3f31ce15283b30cd3f0ee0a9bc00934e2860374e	/home/yjs/autoresearch/runs/20260410-005045-m1-n2-k3-i3/pade_target_snapshot.py	candidate: smoothly confidence-weighted sign-aware 62.5%-cubic blend using |quadratic|/|cubic| on last-layer MLP for final three steps under interval-3 latency budget	369.819	13.905	383.725	/home/yjs/autoresearch/runs/20260410-005045-m1-n2-k3-i3
20260410-005837	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056955	0.899467	5.597432	28.531384	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000000	-0.000023	-0.000001	0.000002	20260329-171615	751.529	789.105	0.494263	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	5a641fd1ffedc3869041fc6a6de0dac8ae25f6b8ce17a964d140ecc3dc12d351	/home/yjs/autoresearch/runs/20260410-005837-m1-n2-k3-i3/pade_target_snapshot.py	candidate: adaptive-retention sign-aware 62.5%-base cubic blend with Taylor fallback when |cubic| dominates on last-layer MLP for final three steps under interval-3 latency budget	371.453	13.975	385.428	/home/yjs/autoresearch/runs/20260410-005837-m1-n2-k3-i3
20260410-010602	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056953	0.899467	5.597363	28.531334	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000025	-0.000001	-0.000067	20260329-171615	751.529	789.105	0.455053	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	4ba653328569468c1cecf58252d6f9d4c5d79e8160870331b1ff01814fc00291	/home/yjs/autoresearch/runs/20260410-010602-m1-n2-k3-i3/pade_target_snapshot.py	candidate: linear-and-curvature-aligned sign-aware 62.5%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	341.985	14.039	356.025	/home/yjs/autoresearch/runs/20260410-010602-m1-n2-k3-i3
20260410-011303	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056946	0.899469	5.597554	28.531348	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000032	0.000001	0.000124	20260329-171615	751.529	789.105	0.456044	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	20724783d56b197d09e5ac37d5ca9facdb575147d63e3e7db91721b0e041e458	/home/yjs/autoresearch/runs/20260410-011303-m1-n2-k3-i3/pade_target_snapshot.py	candidate: linear-and-curvature-aligned sign-aware 61.71875%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	342.730	13.905	356.636	/home/yjs/autoresearch/runs/20260410-011303-m1-n2-k3-i3
20260410-011948	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056949	0.899468	5.597541	28.531355	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000000	-0.000029	0.000000	0.000111	20260329-171615	751.529	789.105	0.454774	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	7fe0f33bec8cdf49527efe54db0f57398cf0a8275f6aac78b47c8b2950df3c0a	/home/yjs/autoresearch/runs/20260410-011948-m1-n2-k3-i3/pade_target_snapshot.py	candidate: linear-and-curvature-aligned sign-aware 62.109375%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	341.776	13.800	355.577	/home/yjs/autoresearch/runs/20260410-011948-m1-n2-k3-i3
20260410-012724	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061476	1.056944	0.899468	5.597389	28.531410	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000002	-0.000034	0.000000	-0.000041	20260329-171615	751.529	789.105	0.492071	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	7f9130e9bffdb0b38536a1b57173e7cac48ead0642064f40fd56fbf4e90f4044	/home/yjs/autoresearch/runs/20260410-012724-m1-n2-k3-i3/pade_target_snapshot.py	candidate: linear-and-curvature-aligned sign-aware 62.3046875%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	369.805	14.088	383.894	/home/yjs/autoresearch/runs/20260410-012724-m1-n2-k3-i3
20260410-013441	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056952	0.899468	5.597593	28.531389	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000026	-0.000000	0.000163	20260329-171615	751.529	789.105	0.455297	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	00619712984e5ffd323b397d525c7b89252ccdb364e16ec3a8c6f60fc93ebce4	/home/yjs/autoresearch/runs/20260410-013441-m1-n2-k3-i3/pade_target_snapshot.py	candidate: linear-and-curvature-aligned sign-aware 62.20703125%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	342.169	13.943	356.112	/home/yjs/autoresearch/runs/20260410-013441-m1-n2-k3-i3
20260410-014501	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061479	1.056982	0.899468	5.597476	28.531419	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_within_latency_budget_but_loses_baseline	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	worse_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000001	0.000004	0.000000	0.000046	20260329-171615	751.529	789.105	0.455158	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	7f114ec98c17534746977c71b75e95be6680841bcec32abf0d6fac2f5606e431	/home/yjs/autoresearch/runs/20260410-014501-m1-n2-k3-i3/pade_target_snapshot.py	candidate: linear-and-curvature-aligned sign-aware 62.40234375%-cubic blend on last-layer MLP for final three steps under interval-3 latency budget	342.064	14.019	356.084	/home/yjs/autoresearch/runs/20260410-014501-m1-n2-k3-i3
20260410-015154	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061476	1.056944	0.899468	5.597389	28.531410	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000002	-0.000034	0.000000	-0.000041	20260329-171615	751.529	789.105	0.455084	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	8102f548d97844ffb33e58eb308c0da87ed3bd4f9189ea616ed12a2ee905bf68	/home/yjs/autoresearch/runs/20260410-015154-m1-n2-k3-i3/pade_target_snapshot.py	candidate: final-two-step linear-and-curvature-aligned sign-aware 62.3046875%-cubic blend on last-layer MLP under interval-3 latency budget	342.009	13.679	355.688	/home/yjs/autoresearch/runs/20260410-015154-m1-n2-k3-i3
20260410-015859	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056952	0.899468	5.597593	28.531389	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000026	-0.000000	0.000163	20260329-171615	751.529	789.105	0.455281	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	9ab9f0e3283314cf36f7a03799a792cf813dd75217055937ce26c4c9fee3e6ec	/home/yjs/autoresearch/runs/20260410-015859-m1-n2-k3-i3/pade_target_snapshot.py	candidate: final-two-step linear-and-curvature-aligned sign-aware 62.20703125%-cubic blend on last-layer MLP under interval-3 latency budget	342.157	13.647	355.804	/home/yjs/autoresearch/runs/20260410-015859-m1-n2-k3-i3
20260410-020535	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056970	0.899469	5.597474	28.531386	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000008	0.000001	0.000044	20260329-171615	751.529	789.105	0.455506	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	45eb2f8964523480bce95a0ced43f7a7a6d1972feea26012aa3cbbabb19408a6	/home/yjs/autoresearch/runs/20260410-020535-m1-n2-k3-i3/pade_target_snapshot.py	candidate: final-two-step linear-and-curvature-aligned sign-aware 62.255859375%-cubic blend on last-layer MLP under interval-3 latency budget	342.326	13.909	356.235	/home/yjs/autoresearch/runs/20260410-020535-m1-n2-k3-i3
20260410-021214	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056952	0.899469	5.597439	28.531357	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000026	0.000001	0.000009	20260329-171615	751.529	789.105	0.456520	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	ef51c895507dec2fa28c3542e95974741b808bfba7c88d4e98c9737e73db2811	/home/yjs/autoresearch/runs/20260410-021214-m1-n2-k3-i3/pade_target_snapshot.py	candidate: final-two-step linear-and-curvature-aligned sign-aware 62.353515625%-cubic blend on last-layer MLP under interval-3 latency budget	343.088	13.997	357.085	/home/yjs/autoresearch/runs/20260410-021214-m1-n2-k3-i3
20260410-021919	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056966	0.899468	5.597369	28.531365	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000012	-0.000000	-0.000061	20260329-171615	751.529	789.105	0.455757	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	1ce5aabbfa4eb9cd9dc278f011f2661b965867cf7604d934e18c2549c52a4ba7	/home/yjs/autoresearch/runs/20260410-021919-m1-n2-k3-i3/pade_target_snapshot.py	candidate: final-two-step linear-and-curvature-aligned sign-aware 62.3291015625%-cubic blend on last-layer MLP under interval-3 latency budget	342.515	13.965	356.480	/home/yjs/autoresearch/runs/20260410-021919-m1-n2-k3-i3
20260410-022709	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056966	0.899468	5.597465	28.531303	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000012	0.000000	0.000035	20260329-171615	751.529	789.105	0.489741	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	8d546a0220b1c86c69500b6e35ebd56f11db2f78d75fa86b7a56761692b76f6a	/home/yjs/autoresearch/runs/20260410-022709-m1-n2-k3-i3/pade_target_snapshot.py	candidate: final-two-step linear-and-curvature-aligned sign-aware 62.34130859375%-cubic blend on last-layer MLP under interval-3 latency budget	368.055	13.997	382.053	/home/yjs/autoresearch/runs/20260410-022709-m1-n2-k3-i3
20260410-023431	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056958	0.899469	5.597475	28.531335	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000000	-0.000020	0.000001	0.000045	20260329-171615	751.529	789.105	0.454705	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	13c344abead9dd21d7f98e2d3eb8f503f47dd8517a5f477a87fc5711cfc23590	/home/yjs/autoresearch/runs/20260410-023431-m1-n2-k3-i3/pade_target_snapshot.py	candidate: final-two-step linear-and-curvature-aligned sign-aware 62.31689453125%-cubic blend on last-layer MLP under interval-3 latency budget	341.724	14.173	355.898	/home/yjs/autoresearch/runs/20260410-023431-m1-n2-k3-i3
20260410-024151	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056975	0.899467	5.597361	28.531351	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000003	-0.000001	-0.000069	20260329-171615	751.529	789.105	0.496093	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	51143020aef07b8c6af8a55ddc236d68cb737a4ca3f3a9a1b26a5f7fe23a2d0c	/home/yjs/autoresearch/runs/20260410-024151-m1-n2-k3-i3/pade_target_snapshot.py	candidate: final-two-step linear-and-curvature-aligned 62.353515625%-cubic blend gated by |cubic|<=|linear| on last-layer MLP under interval-3 latency budget	372.829	13.862	386.691	/home/yjs/autoresearch/runs/20260410-024151-m1-n2-k3-i3
20260410-024932	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056978	0.899468	5.597430	28.531345	0.992148	0	0	0	0	0	0	0.000000	0.000000	family_ties_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	tied_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000000	-0.000000	-0.000000	0.000000	20260329-171615	751.529	789.105	0.455902	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	ee5a7474cfc664d672975ac5df69535fb9392217f1a579bb0b676369502c73f8	/home/yjs/autoresearch/runs/20260410-024932-m1-n2-k3-i3/pade_target_snapshot.py	candidate: final-one-step linear-and-curvature-aligned sign-aware 62.353515625%-cubic blend on last-layer MLP under interval-3 latency budget	342.624	13.914	356.539	/home/yjs/autoresearch/runs/20260410-024932-m1-n2-k3-i3
20260410-025624	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061476	1.056944	0.899468	5.597389	28.531410	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000002	-0.000034	0.000000	-0.000041	20260329-171615	751.529	789.105	0.491813	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	db72c74826a8cf2e78e3346daa354c80e10f806184b62319238d2d0bbcecb407	/home/yjs/autoresearch/runs/20260410-025624-m1-n2-k3-i3/pade_target_snapshot.py	candidate: step-specialized final-two-step linear-and-curvature-aligned blend with 62.353515625%-final-step and 62.3046875%-penultimate-step cubic retention under interval-3 latency budget	369.612	13.855	383.468	/home/yjs/autoresearch/runs/20260410-025624-m1-n2-k3-i3
20260410-030341	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061476	1.056944	0.899468	5.597389	28.531410	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000002	-0.000034	0.000000	-0.000041	20260329-171615	751.529	789.105	0.455280	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	77d5dd668677f40ae9182440de4c7924d8f956ae10ca1fbecc4c9cb86637abcf	/home/yjs/autoresearch/runs/20260410-030341-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only linear-and-curvature-aligned sign-aware 62.3046875%-cubic blend on last-layer MLP under interval-3 latency budget	342.156	14.101	356.257	/home/yjs/autoresearch/runs/20260410-030341-m1-n2-k3-i3
20260410-031046	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061476	1.056977	0.899468	5.597417	28.531335	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000002	-0.000001	-0.000000	-0.000013	20260329-171615	751.529	789.105	0.455771	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	7033c872c65d9e26f6913e6f06c63031d6832ad8660403b13c77597ff65d2add	/home/yjs/autoresearch/runs/20260410-031046-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only linear-and-curvature-aligned 62.353515625%-cubic blend gated by |quadratic|<=|linear| on last-layer MLP under interval-3 latency budget	342.525	14.018	356.544	/home/yjs/autoresearch/runs/20260410-031046-m1-n2-k3-i3
20260410-031828	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061479	1.056952	0.899468	5.597399	28.531329	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_within_latency_budget_but_loses_baseline	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	worse_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000001	-0.000026	0.000000	-0.000031	20260329-171615	751.529	789.105	0.456431	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	96ceeadb59b5fca1f53fee7cfb826d415c4dcedc64c90fadbed3a94a534512c5	/home/yjs/autoresearch/runs/20260410-031828-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only piecewise retention blend with 62.3046875%-default and 62.353515625%-safe cubic retention under interval-3 latency budget	343.021	13.912	356.935	/home/yjs/autoresearch/runs/20260410-031828-m1-n2-k3-i3
20260410-032548	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056959	0.899467	5.597386	28.531344	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000000	-0.000019	-0.000001	-0.000044	20260329-171615	751.529	789.105	0.456254	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	c920a2bdc7d634e9880481853d2e088639d9c8281491cae97c740adf9619b25e	/home/yjs/autoresearch/runs/20260410-032548-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only smooth retention blend between 62.3046875% and 62.353515625% using |linear|-|quadratic| confidence under interval-3 latency budget	342.888	13.894	356.783	/home/yjs/autoresearch/runs/20260410-032548-m1-n2-k3-i3
20260410-033251	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061477	1.056924	0.899467	5.597399	28.531381	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	-0.000001	-0.000054	-0.000001	-0.000031	20260329-171615	751.529	789.105	0.496285	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	28403981349536a3b38d902451e6d2b4a993de0205e2eaa41e28c9e42c5a9a9b	/home/yjs/autoresearch/runs/20260410-033251-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only weighted-Taylor blend with 62.3046875%-cubic retention and 99.21875%-quadratic retention under interval-3 latency budget	372.972	13.921	386.895	/home/yjs/autoresearch/runs/20260410-033251-m1-n2-k3-i3
20260410-034007	6d22aea	autoresearch/function-family-20260409	1	2	3	3	true	true	0.001	100	2	42	1.5	250	0.061478	1.056967	0.899468	5.597445	28.531338	0.992148	50	50	0	0	50	0	1.000000	1.000000	family_beats_baseline_within_latency_budget	pade_m=1,pade_n=2,max_order=3,interval=3,pade_only_single_step=true,pade_denom_threshold=0.001,total_images=100,batch_size=2,seed=42,cfg_scale=1.5,num_sampling_steps=250	false	standing_pure_taylor	20260329-171615	better_than_paired_control	0.061478	1.056978	0.899468	5.597430	0.000000	-0.000011	0.000000	0.000015	20260329-171615	751.529	789.105	0.492721	true	/home/yjs/TaylorSeer/TaylorSeer-DiT/taylor_utils/__init__.py	37df432785ef947c8ee41eed42e19aca5256d6785800752da2214a5d04e89450	/home/yjs/autoresearch/runs/20260410-034007-m1-n2-k3-i3/pade_target_snapshot.py	candidate: penultimate-step-only weighted-Taylor blend with 62.3046875%-cubic retention and 99.609375%-quadratic retention under interval-3 latency budget	370.294	13.821	384.116	/home/yjs/autoresearch/runs/20260410-034007-m1-n2-k3-i3
